School Name,Address,GSO Rating,Academic Progress,Test Scores,Equity Scores,School Types,Star Rating,Review Link,School Link,City
Juarez (Benito) Elementary School,"841 South Sunkist Street, Anaheim, CA, 92806","3
",4,3,2,"['Elementary school', 'Public district']",3.9,https://www.greatschools.org/california/anaheim/3586-Juarez-Benito-Elementary-School/reviews/,https://www.greatschools.org/california/anaheim/3586-Juarez-Benito-Elementary-School/,Anaheim
Lincoln (Abraham) Elementary School,"1413 E. BRd.way, Anaheim, CA, 92805","3
",4,2,2,"['Elementary school', 'Public district']",2.7,https://www.greatschools.org/california/anaheim/3588-Lincoln-Abraham-Elementary-School/reviews/,https://www.greatschools.org/california/anaheim/3588-Lincoln-Abraham-Elementary-School/,Anaheim
Berean Christian Academy,"1250 North Lakeview Avenue, Anaheim, CA, 92832","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",5,N/A,https://www.greatschools.org/california/anaheim/23903-Berean-Christian-Academy/,Anaheim
Growing In Wisdom Christian School,"1229 North Shiloh Place, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/23907-Growing-In-Wisdom-Christian-School/,Anaheim
AmeriMont Academy,"160 South Old Springs Road, Anaheim, CA, 92808","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",5,https://www.greatschools.org/california/anaheim/24148-AmeriMont-Academy/reviews/,https://www.greatschools.org/california/anaheim-hills/24148-AmeriMont-Academy/,Anaheim
Leading Edge Christian Preschool,"1590 W Ball Rd, Anaheim, CA, 92802","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/anaheim/24349-Leading-Edge-Christian-Preschool/,Anaheim
Saints Of Glory School,"1210 West Park Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",1,N/A,https://www.greatschools.org/california/anaheim/24465-Saints-Of-Glory-School/,Anaheim
Serrano Heights Academy,"6511 E SERRANO AVE # C, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/anaheim/24479-Serrano-Heights-Academy/,Anaheim
Adventure Schooling,"2651 West Lincoln Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26072-Adventure-Schooling/,Anaheim
Anaheim Magnolia Christian School,"720 South Magnolia Avenue, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26074-Anaheim-Magnolia-Christian-School/,Anaheim
Independence Christian School,"4905 East La Palma Avenue, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26099-Independence-Christian-School/,Anaheim
Pelican Hills Academy,"2167 West Judith Lane, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26115-Pelican-Hills-Academy/,Anaheim
Rock Christian Academy,"149 East Orangethorpe, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26118-Rock-Christian-Academy/,Anaheim
Open Door Christian Academy,"1011 North Harbor Boulevard, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26774-Open-Door-Christian-Academy/,Anaheim
Calvary Baptist Church Preschool & Kindergarten,"2780 East Wagner Avenue, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26866-Calvary-Baptist-Church-Preschool--Kindergarten/,Anaheim
Kinder Care Learning Center #218,"2515 East South Street, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/27330-Kinder-Care-Learning-Center-218/,Anaheim
Montessori Ed Center,"1658 West Broadway, Anaheim, CA, 92802","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/27530-Montessori-Ed-Center/,Anaheim
Calvary Chapel Anaheim School,"270 East Palais Road, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",3.9,https://www.greatschools.org/california/anaheim/10195-Calvary-Chapel-Anaheim-School/reviews/,https://www.greatschools.org/california/anaheim/10195-Calvary-Chapel-Anaheim-School/,Anaheim
Fairmont Private Schools - Anaheim Hills Campus,"1575 West Mable Street, Anaheim, CA, 92802","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",3.8,https://www.greatschools.org/california/anaheim/10229-Fairmont-Private-Schools---Anaheim-Hills-Campus/reviews/,https://www.greatschools.org/california/anaheim-hills/10229-Fairmont-Private-Schools---Anaheim-Hills-Campus/,Anaheim
Faith Christian Academy Of The Cma,"Po Box 1506, Anaheim, CA, 92815","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",5,N/A,https://www.greatschools.org/california/anaheim/11401-Faith-Christian-Academy-Of-The-Cma/,Anaheim
Tara Hill Mont,"2130 West Crescent Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/11609-Tara-Hill-Mont/,Anaheim
"Acaciawood School, Inc.","2530 West La Palma Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",3.9,https://www.greatschools.org/california/anaheim/11645-Acaciawood-School-Inc./reviews/,https://www.greatschools.org/california/anaheim/11645-Acaciawood-School-Inc./,Anaheim
Kindercare Learning Centers # 218,"2515 East South Street, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/12901-South-Street-Kindercare/,Anaheim
Montessori Child Care Center,"1108 North Acacia Street, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/12902-Montessori-Child-Care-Center/,Anaheim
The Islamic Education School,"1136 North Brookhurst Street, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",3.8,N/A,https://www.greatschools.org/california/anaheim/12963-The-Islamic-Education-School/,Anaheim
American Montessori House,"2338 E Wagner Ave, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/anaheim/12965-American-Montessori-House/,Anaheim
Montessori Learning Center,"331 North Harbor Boulevard, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,N/A,https://www.greatschools.org/california/anaheim/13471-Montessori-Learning-Center/,Anaheim
First Congregational School,"515 N State College Blvd, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/13485-First-Congregational-School/,Anaheim
Orange Unified Pre-K SDC School,"5125 East Gerda Drive, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/anaheim/13675-Orange-Unified-Pre-K-SDC/,Anaheim
Montessori Education Center,"1658 West Broadway, Anaheim, CA, 92802","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",5,https://www.greatschools.org/california/anaheim/15530-Montessori-Education-Center/reviews/,https://www.greatschools.org/california/anaheim/15530-Montessori-Education-Center/,Anaheim
Anaheim Preschool & Kindergarten,"744 North East Street, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/15694-Anaheim-Preschool--Kindergarten/,Anaheim
Chez Grand Mere Preschool,"1636 West Catherine Drive, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/15696-Chez-Grand-Mere-Preschool/,Anaheim
Chez Grand' Mere Preschool,"1239 North Harbor Boulevard, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/15767-Chez-Grand-Mere-Preschool/,Anaheim
La Palma Preschool and Kindergarten,"1340 W La Palma Ave, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/15768-La-Palma-Preschool-And-Kindergarten/,Anaheim
Keystone Academy,"2448 West Ramm Drive, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",3,N/A,https://www.greatschools.org/california/anaheim/16062-Keystone-Academy/,Anaheim
Anaheim Hills Montessori School,"6274 East Santa Ana Canyon Road, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4.6,https://www.greatschools.org/california/anaheim/16243-Anaheim-Hills-Montessori-School/reviews/,https://www.greatschools.org/california/anaheim/16243-Anaheim-Hills-Montessori-School/,Anaheim
Cypress Branch Christian School,"2849 West Skywood Circle, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/16257-Cypress-Branch-Christian-School/,Anaheim
Integrity Christian School,"4905 East La Palma Avenue, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",3.6,N/A,https://www.greatschools.org/california/anaheim/16270-Integrity-Christian-School/,Anaheim
Kindred Christian Academy,"8712 East Santa Ana Canyon Road, Anaheim, CA, 92808","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/16275-Kindred-Christian-Academy/,Anaheim
Saints Of Glory,"3100 East Frontera Street, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/16294-Saints-Of-Glory/,Anaheim
Sovereign Grace Academy,"1636 S Songish St, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/16302-Sovereign-Grace-Academy/,Anaheim
Community School of Central Orange County,"311 West South Street, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/17246-Community-School-Of-Central-Orange-County/,Anaheim
Hillsborough Private School,"191 South Old Springs Road, Anaheim, CA, 92808","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4.4,https://www.greatschools.org/california/anaheim/17250-Hillsborough-Private-School/reviews/,https://www.greatschools.org/california/anaheim/17250-Hillsborough-Private-School/,Anaheim
Minaret Academy,"1220 North State College Boulevard, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",3.3,N/A,https://www.greatschools.org/california/anaheim/17733-Minaret-Academy/,Anaheim
St. Marks Lutheran Preschool and Academy,"10418 Katella Ave, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/17825-St.-Marks-Lutheran-Preschool-And-Academy/,Anaheim
Fairmont Private School-Citron,"121 South Citron Street, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/17826-Fairmont-Private-School-Citron/,Anaheim
Amaanah Montessori School,"1309 South Brookhurst Street, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",4.4,https://www.greatschools.org/california/anaheim/17828-Amaanah-Montessori-School/reviews/,https://www.greatschools.org/california/anaheim/17828-Amaanah-Montessori-School/,Anaheim
Happy Day Education Center,"1845 West La Palma Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",4.7,N/A,https://www.greatschools.org/california/anaheim/17832-Happy-Day-Education-Center/,Anaheim
Centralia State Ps-Danbrook,"320 South Danbrook Drive, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/17841-Centralia-State-Ps-Danbrook/,Anaheim
Anaheim Congr Pre-School,"515 North State College Boulevard, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/17843-Anaheim-Congr-Pre-School/,Anaheim
Canyon Montessori Center,"6511 Serrano Avenue, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",5,https://www.greatschools.org/california/anaheim/17851-Canyon-Montessori-Center/reviews/,https://www.greatschools.org/california/anaheim/17851-Canyon-Montessori-Center/,Anaheim
Hephatha Lutheran School,"5900 East Santa Ana Canyon Road, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",3.9,https://www.greatschools.org/california/anaheim/9398-Hephatha-Lutheran-School/reviews/,https://www.greatschools.org/california/anaheim/9398-Hephatha-Lutheran-School/,Anaheim
Vineyard Christian School,"5340 East La Palma Avenue, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",3.7,https://www.greatschools.org/california/anaheim/9933-Vineyard-Christian-School/reviews/,https://www.greatschools.org/california/anaheim/9933-Vineyard-Christian-School/,Anaheim
Orange County Christian School,"641 South Western Avenue, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",3.3,N/A,https://www.greatschools.org/california/anaheim/9987-Orange-County-Christian-School/,Anaheim
Apple Tree Preschool,"2211 West Woodley Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/30569-Apple-Tree-Preschool/,Anaheim
Canyon Montessori Center,"781 South Weir Canyon Road, Anaheim, CA, 92808","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/30591-Canyon-Montessori-Center/,Anaheim
O C Kids Preschool,"5191 East Crescent Drive, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/garden-grove/30719-O-C-Kids-Preschool/,Anaheim
Yellow Brick Road-Preschool & Child Care Center,"5475 East La Palma Avenue, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/30818-Yellow-Brick-Road-Preschool--Child-Care-Center/,Anaheim
Academy On The Hills,"5191 East Crescent Drive, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/aliso-viejo/31379-Academy-On-The-Hills/,Anaheim
Al-Ansar Academy,"1717 South Brookhurst Street, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",1,N/A,https://www.greatschools.org/california/anaheim/31380-Al-Ansar-Academy/,Anaheim
Rock Christian Academy,"4540 East Riverdale Avenue, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/31406-Rock-Christian-Academy/,Anaheim
Ubm School,"1681 West Broadway Avenue, Anaheim, CA, 92802","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/31415-Ubm-School/,Anaheim
Grace OC Academy,"8095 E. Crystal Dr, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",5,N/A,https://www.greatschools.org/california/anaheim/31641-Grace-OC-Academy/,Anaheim
THE MONTESSORI ACADEMY OF ANAHEIM,"515 N STATE COLLEGE BLVD, Anaheim, CA, 92806","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/32500-THE-MONTESSORI-ACADEMY-OF-ANAHEIM/,Anaheim
AL-Ansar Academy,"1717 South Brookhurst Street, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/32902-AL-Ansar-Academy/,Anaheim
Knott Avenue Christian Church Early Childhood Dev,"315 South Knott Avenue, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/33059-Knott-Avenue-Christian-Church-Early-Childhood-Dev/,Anaheim
Guide Academy,"121 South Citron Street, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/33471-Guide-Academy/,Anaheim
St. Justin Martyr,"2030 West Ball Road, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",4.3,https://www.greatschools.org/california/anaheim/8274-St.-Justin-Martyr/reviews/,https://www.greatschools.org/california/anaheim/8274-St.-Justin-Martyr/,Anaheim
St. Catherine's Academy,"215 North Harbor Boulevard, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'Private']",5,https://www.greatschools.org/california/anaheim/8275-St.-Catherines-Academy/reviews/,https://www.greatschools.org/california/anaheim/8275-St.-Catherines-Academy/,Anaheim
Prince Of Peace Lutheran,"1421 West Ball Road, Anaheim, CA, 92802","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.8,N/A,https://www.greatschools.org/california/anaheim/8638-Prince-Of-Peace-Lutheran/,Anaheim
Zion Lutheran Elementary School,"1244 East Cypress Street, Anaheim, CA, 92805","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.2,https://www.greatschools.org/california/anaheim/8639-Zion-Lutheran-Elementary-School/reviews/,https://www.greatschools.org/california/anaheim/8639-Zion-Lutheran-Elementary-School/,Anaheim
Fairmont Private Schools - Historic Anaheim Campus,"1557 West Mable Street, Anaheim, CA, 92802","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'High school', 'Private']",4.3,https://www.greatschools.org/california/anaheim/8745-Fairmont-Private-Schools---Historic-Anaheim-Campus/reviews/,https://www.greatschools.org/california/anaheim/8745-Fairmont-Private-Schools---Historic-Anaheim-Campus/,Anaheim
Montessori House of Children School,"1239 South Magnolia Avenue, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['Elementary school', 'Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/8824-Montessori-House-Of-Children-School/,Anaheim
Trinity Lutheran Christian,"4101 Nohl Ranch Road, Anaheim, CA, 92807","3
",N/A,N/A,N/A,"['Pre-K', 'Elementary school', 'Middle school', 'Private']",4.3,https://www.greatschools.org/california/anaheim/8895-Trinity-Lutheran-Christian/reviews/,https://www.greatschools.org/california/anaheim/8895-Trinity-Lutheran-Christian/,Anaheim
El Rancho Charter School,"181 South Del Giorgio Road, Anaheim, CA, 92808","9
",9,10,9,"['Middle school', 'Public charter']",3.6,https://www.greatschools.org/california/anaheim/3925-El-Rancho-Charter-School/reviews/,https://www.greatschools.org/california/anaheim/3925-El-Rancho-Charter-School/,Anaheim
Cambridge Virtual Academy at Polaris,"1800 West Ball Road, Anaheim, CA, 92804","4
",2,4,3,"['Middle school', 'High school', 'Public district']",5,N/A,https://www.greatschools.org/california/anaheim/11016-Polaris-High-Alternative-School/,Anaheim
Orangeview Junior High School,"3715 West Orange Avenue, Anaheim, CA, 92804","4
",4,4,3,"['Middle school', 'Public district']",4,N/A,https://www.greatschools.org/california/anaheim/3611-Orangeview-Junior-High-School/,Anaheim
Ball Junior High School,"1500 West Ball Road, Anaheim, CA, 92802","3
",4,2,2,"['Middle school', 'Public district']",4.5,https://www.greatschools.org/california/anaheim/3601-Ball-Junior-High-School/reviews/,https://www.greatschools.org/california/anaheim/3601-Ball-Junior-High-School/,Anaheim
Brookhurst Junior High School,"601 North Brookhurst Street, Anaheim, CA, 92801","3
",5,3,2,"['Middle school', 'Public district']",2,N/A,https://www.greatschools.org/california/anaheim/3602-Brookhurst-Junior-High-School/,Anaheim
Dale Junior High School,"900 South Dale Avenue, Anaheim, CA, 92804","3
",3,3,2,"['Middle school', 'Public district']",3.6,https://www.greatschools.org/california/anaheim/3604-Dale-Junior-High-School/reviews/,https://www.greatschools.org/california/anaheim/3604-Dale-Junior-High-School/,Anaheim
South Junior High School,"2320 East South Street, Anaheim, CA, 92806","3
",5,2,2,"['Middle school', 'Public district']",3.5,https://www.greatschools.org/california/anaheim/3613-South-Junior-High-School/reviews/,https://www.greatschools.org/california/anaheim/3613-South-Junior-High-School/,Anaheim
Sycamore Junior High School,"1801 East Sycamore Street, Anaheim, CA, 92805","2
",3,1,1,"['Middle school', 'Public district']",4.1,https://www.greatschools.org/california/anaheim/3615-Sycamore-Junior-High-School/reviews/,https://www.greatschools.org/california/anaheim/3615-Sycamore-Junior-High-School/,Anaheim
Anaheim Discovery Christian Jr./Sr. High School,"1275 East Broadway Street, Anaheim, CA, 92805","2
",N/A,N/A,N/A,"['Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/26073-Anaheim-Discovery-Christian-Jr.-Sr.-High-School/,Anaheim
Anaheim Discovery Christian Junior,"622 N Gilbert, Anaheim, CA, 92801","2
",N/A,N/A,N/A,"['Middle school', 'High school', 'Private']",4,N/A,https://www.greatschools.org/california/anaheim/10860-Anaheim-Discovery-Christian-Junior/,Anaheim
Faith Christian Academy,"PO BOX 1506, Anaheim, CA, 92815","2
",N/A,N/A,N/A,"['Middle school', 'High school', 'Private']",N/A,N/A,https://www.greatschools.org/california/anaheim/33439-Faith-Christian-Academy/,Anaheim
Canyon High School,"220 South Imperial Highway, Anaheim, CA, 92807","9
",N/A,9,7,"['High school', 'Public district']",4.8,https://www.greatschools.org/california/anaheim/3918-Canyon-High-School/reviews/,https://www.greatschools.org/california/anaheim/3918-Canyon-High-School/,Anaheim
Esperanza High School,"1830 Kellogg Drive, Anaheim, CA, 92807","8
",N/A,9,7,"['High school', 'Public district']",2.6,https://www.greatschools.org/california/anaheim/3959-Esperanza-High-School/reviews/,https://www.greatschools.org/california/anaheim/3959-Esperanza-High-School/,Anaheim
Western High School,"501 S. W.ern Ave., Anaheim, CA, 92804","6
",N/A,5,6,"['High school', 'Public district']",3,N/A,https://www.greatschools.org/california/anaheim/3618-Western-High-School/,Anaheim
Anaheim High School,"811 West Lincoln Avenue, Anaheim, CA, 92805","5
",N/A,4,6,"['High school', 'Public district']",4.5,https://www.greatschools.org/california/anaheim/3600-Anaheim-High-School/reviews/,https://www.greatschools.org/california/anaheim/3600-Anaheim-High-School/,Anaheim
Katella High School,"2200 East Wagner Avenue, Anaheim, CA, 92806","5
",N/A,5,6,"['High school', 'Public district']",3,https://www.greatschools.org/california/anaheim/3606-Katella-High-School/reviews/,https://www.greatschools.org/california/anaheim/3606-Katella-High-School/,Anaheim
Loara High School,"1765 West Cerritos Avenue, Anaheim, CA, 92804","5
",N/A,5,5,"['High school', 'Public district']",3.5,https://www.greatschools.org/california/anaheim/3609-Loara-High-School/reviews/,https://www.greatschools.org/california/anaheim/3609-Loara-High-School/,Anaheim
Magnolia High School,"2450 West Ball Road, Anaheim, CA, 92804","5
",N/A,5,4,"['High school', 'Public district']",3.4,https://www.greatschools.org/california/anaheim/3610-Magnolia-High-School/reviews/,https://www.greatschools.org/california/anaheim/3610-Magnolia-High-School/,Anaheim
Savanna High School,"301 North Gilbert Street, Anaheim, CA, 92801","5
",N/A,5,5,"['High school', 'Public district']",3,N/A,https://www.greatschools.org/california/anaheim/3614-Savanna-High-School/,Anaheim
Orange County Workforce Innovation High,"505 North Euclid Street, Anaheim, CA, 92801","3
",N/A,4,4,"['High school', 'Public charter']",N/A,N/A,https://www.greatschools.org/california/anaheim/32461-Orange-County-Workforce-Innovation-High/,Anaheim
Gilbert High (Continuation) School,"1800 West Ball Road, Anaheim, CA, 92804","3
",N/A,2,3,"['High school', 'Public district']",5,N/A,https://www.greatschools.org/california/anaheim/3605-Gilbert-High-Continuation-School/,Anaheim
Fairmont Preparatory Academy,"2200 West Sequoia Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['High school', 'Private']",4.3,https://www.greatschools.org/california/anaheim/10765-Fairmont-Preparatory-Academy/reviews/,https://www.greatschools.org/california/anaheim/10765-Fairmont-Preparatory-Academy/,Anaheim
Servite High School,"1952 West La Palma Avenue, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['High school', 'Private']",4,https://www.greatschools.org/california/anaheim/11265-Servite-High-School/reviews/,https://www.greatschools.org/california/anaheim/11265-Servite-High-School/,Anaheim
North Orange County Rop School,"385 North Muller Street, Anaheim, CA, 92801","3
",N/A,N/A,N/A,"['High school', 'Public district']",N/A,N/A,https://www.greatschools.org/california/anaheim/14971-North-Orange-County-Rop-School/,Anaheim
Cornelia Connelly School,"2323 West Broadway, Anaheim, CA, 92804","3
",N/A,N/A,N/A,"['High school', 'Private']",5,https://www.greatschools.org/california/anaheim/8277-Cornelia-Connelly-School/reviews/,https://www.greatschools.org/california/anaheim/8277-Cornelia-Connelly-School/,Anaheim
Panorama Elementary School,"10512 South Crawford Canyon Road, Santa Ana, CA, 92705","9
",8,10,10,"['Elementary school', 'Public district']",5,https://www.greatschools.org/california/santa-ana/3939-Panorama-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/3939-Panorama-Elementary-School/,Santa Ana
Red Hill Elementary School,"11911 Red Hill Avenue, Santa Ana, CA, 92705","8
",9,9,6,"['Elementary school', 'Public district']",5,N/A,https://www.greatschools.org/california/santa-ana/11996-Red-Hill-Elementary-School/,Santa Ana
John Muir Fundamental Elementary School,"1951 Mabury Street, Santa Ana, CA, 92705","8
",7,8,9,"['Elementary school', 'Public district']",3.5,https://www.greatschools.org/california/santa-ana/4044-John-Muir-Fundamental-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/4044-John-Muir-Fundamental-Elementary-School/,Santa Ana
Arroyo Elementary School,"11112 Coronel Road, Santa Ana, CA, 92705","8
",7,9,8,"['Elementary school', 'Public district']",4.3,N/A,https://www.greatschools.org/california/santa-ana/4065-Arroyo-Elementary-School/,Santa Ana
Tustin Memorial Elementary School,"12712 Browning Avenue, Santa Ana, CA, 92705","8
",7,10,7,"['Elementary school', 'Public district']",5,https://www.greatschools.org/california/santa-ana/4081-Tustin-Memorial-Elementary-School/reviews/,https://www.greatschools.org/california/santa-ana/4081-Tustin-Memorial-Elementary-School/,Santa Ana
